,Census Tract,Median Income,CT,Total Population,Voting Population,White,White %,White Voting Population,Black or African American,Black or African American %,Black or African American Voting Population,American Indian and Alaska Native,American Indian and Alaska Native %,American Indian and Alaska Native Voting Population,Asian,Asian %,Asian Voting Population,Native Hawaiian and Other Pacific Islander alone,Native Hawaiian and Other Pacific Islander %,Native Hawaiian and Other Pacific Islander Voting Population,Some other race,Some other race %,Some other race Voting Population,Two or more races,Two or more races %,Two or more races Voting Population
98,Census Tract 60.02,42667,006002,3909,3210,3058,0.782297262727,2511.17421335,142,0.036326426196,116.607828089,126,0.0322333077513,103.468917882,99,0.0253261703761,81.2970069071,0,0.0,0.0,114,0.0291634689179,93.6147352264,370,0.0946533640317,303.837298542
99,Census Tract 60.03,39878,006003,4650,3506,3513,0.755483870968,2648.72645161,378,0.0812903225806,285.003870968,23,0.00494623655914,17.3415053763,216,0.0464516129032,162.859354839,67,0.0144086021505,50.5165591398,228,0.0490322580645,171.907096774,225,0.0483870967742,169.64516129
100,Census Tract 60.04,62162,006004,2451,2008,2017,0.822929416565,1652.44226846,170,0.0693594451244,139.27376581,0,0.0,0.0,186,0.0758873929009,152.381884945,0,0.0,0.0,38,0.015503875969,31.1317829457,40,0.016319869441,32.7702978376
101,Census Tract 61.01,33051,006101,4824,3780,3278,0.67951907131,2568.58208955,593,0.122927031509,464.664179104,86,0.0178275290216,67.3880597015,284,0.058872305141,222.537313433,0,0.0,0.0,262,0.054311774461,205.298507463,321,0.0665422885572,251.529850746
102,Census Tract 61.02,31453,006102,3490,2875,2307,0.661031518625,1900.46561605,487,0.139541547278,401.181948424,182,0.0521489971347,149.928366762,201,0.0575931232092,165.580229226,7,0.00200573065903,5.7664756447,249,0.0713467048711,205.121776504,57,0.0163323782235,46.9555873926
103,Census Tract 62.01,26168,006201,6447,4474,2867,0.444702962618,1989.60105475,1497,0.232201023732,1038.86738018,250,0.0387777260741,173.491546456,359,0.0556848146425,249.13386071,0,0.0,0.0,1283,0.199007290213,890.358616411,191,0.0296261827206,132.547541492
104,Census Tract 62.02,23732,006202,3200,2549,2108,0.65875,1679.15375,320,0.1,254.9,27,0.0084375,21.5071875,238,0.074375,189.581875,6,0.001875,4.779375,336,0.105,267.645,165,0.0515625,131.4328125
105,Census Tract 63,30328,006300,5580,4202,3072,0.550537634409,2313.35913978,616,0.110394265233,463.876702509,4,0.000716845878136,3.01218637993,346,0.0620071684588,260.554121864,24,0.00430107526882,18.0731182796,1216,0.217921146953,915.704659498,302,0.0541218637993,227.420071685
106,Census Tract 64,35741,006400,5244,3529,3248,0.619374523265,2185.7726926,379,0.0722730739893,255.051678108,52,0.00991609458429,34.9938977879,129,0.0245995423341,86.811784897,224,0.0427154843631,150.742944317,933,0.177917620137,627.871281465,279,0.0532036613272,187.755720824
107,Census Tract 65,35250,006500,6965,4616,2500,0.358937544867,1656.85570711,1462,0.209906676238,968.929217516,48,0.00689160086145,31.8116295765,894,0.128356066045,592.491600861,337,0.0483847810481,223.344149318,1137,0.163244795406,753.537975592,587,0.0842785355348,389.029720029
108,Census Tract 66,27351,006600,6718,4478,2652,0.394760345341,1767.73682644,1482,0.220601369455,987.85293242,90,0.0133968442989,59.9910687705,985,0.14662101816,656.568919321,51,0.00759154510271,33.9949389699,1070,0.159273593331,713.227150938,388,0.0577552843108,258.628163144
109,Census Tract 67.01,44984,006701,8908,6055,3094,0.347328244275,2103.07251908,987,0.110799281545,670.889649753,21,0.00235743152223,14.2742478671,2155,0.241917377638,1464.8097216,371,0.0416479568927,252.178378985,2028,0.227660529861,1378.48450831,252,0.0282891782667,171.290974405
110,Census Tract 67.02,31712,006702,6899,4370,2448,0.354834033918,1550.62472822,1295,0.187708363531,820.28554863,154,0.0223220756631,97.5474706479,1466,0.21249456443,928.601246557,162,0.0234816640093,102.614871721,961,0.13929555008,608.721553848,413,0.0598637483693,261.604580374
111,Census Tract 68,22313,006800,7722,5394,2348,0.304066304066,1640.13364413,798,0.103341103341,557.421911422,132,0.017094017094,92.2051282051,743,0.0962185962186,519.003108003,96,0.012432012432,67.0582750583,3100,0.40145040145,2165.42346542,505,0.0653975653976,352.754467754
112,Census Tract 69,25503,006900,4502,3659,2472,0.549089293647,2009.11772546,952,0.211461572634,773.737894269,0,0.0,0.0,339,0.0752998667259,275.52221235,9,0.001999111506,7.31474900044,346,0.0768547312306,281.211461573,384,0.0852954242559,312.095957352
113,Census Tract 70.01,41304,007001,4225,2919,1810,0.428402366864,1250.50650888,172,0.0407100591716,118.832662722,43,0.0101775147929,29.7081656805,644,0.152426035503,444.931597633,0,0.0,0.0,1146,0.27124260355,791.757159763,410,0.0970414201183,283.263905325
114,Census Tract 70.04,37526,007004,7201,5447,3101,0.430634634079,2345.66685183,1190,0.165254825719,900.143035689,118,0.0163866129704,89.2578808499,600,0.0833217608665,453.85363144,172,0.0238855714484,130.104707679,1287,0.178725177059,973.516039439,733,0.101791417859,554.457853076
115,Census Tract 70.07,54694,007007,5528,4091,3228,0.583936324168,2388.88350217,508,0.0918958031838,375.945730825,39,0.00705499276411,28.861975398,342,0.0618668596237,253.097322721,161,0.0291244573082,119.148154848,1104,0.199710564399,817.015918958,146,0.0264109985528,108.04739508
116,Census Tract 70.10,57478,007010,3663,3091,2083,0.56865956866,1757.72672673,336,0.0917280917281,283.531531532,29,0.00791700791701,24.4714714715,523,0.142779142779,441.33033033,9,0.002457002457,7.59459459459,353,0.0963690963691,297.876876877,330,0.0900900900901,278.468468468
117,Census Tract 70.11,50153,007011,6378,4771,2775,0.435089369708,2075.81138288,1020,0.159924741298,763.000940734,12,0.00188146754468,8.97648165569,858,0.134524929445,641.818438382,0,0.0,0.0,1032,0.161806208843,771.977422389,681,0.106773283161,509.41533396
118,Census Tract 70.12,54167,007012,3265,2551,1649,0.505053598775,1288.39173047,636,0.194793261868,496.917611026,7,0.00214395099541,5.46921898928,249,0.0762633996937,194.547932619,7,0.00214395099541,5.46921898928,435,0.133231240429,339.872894334,282,0.0863705972435,220.331393568
119,Census Tract 70.13,60682,007013,3192,2418,1757,0.550438596491,1330.96052632,521,0.163220551378,394.667293233,35,0.0109649122807,26.5131578947,327,0.102443609023,247.708646617,68,0.0213032581454,51.5112781955,302,0.0946115288221,228.770676692,182,0.0570175438596,137.868421053
120,Census Tract 70.14,58611,007014,7560,5428,3600,0.47619047619,2584.76190476,1531,0.202513227513,1099.24179894,194,0.0256613756614,139.28994709,567,0.075,407.1,0,0.0,0.0,1144,0.151322751323,821.37989418,524,0.0693121693122,376.226455026
121,Census Tract 70.15,60724,007015,4653,3633,2401,0.516011175586,1874.6686009,753,0.161831076725,587.932301741,0,0.0,0.0,783,0.168278529981,611.35589942,35,0.00752202879862,27.3275306254,264,0.0567375886525,206.127659574,417,0.0896196002579,325.588007737
122,Census Tract 70.16,76964,007016,5653,3937,2031,0.359278259331,1414.47850699,1012,0.179019989386,704.801698213,0,0.0,0.0,1683,0.297718025827,1172.11586768,167,0.0295418361932,116.306209093,382,0.0675747390766,266.041747745,378,0.0668671501857,263.255970281
123,Census Tract 70.17,87054,007017,3060,2248,1438,0.469934640523,1056.4130719,247,0.0807189542484,181.45620915,48,0.0156862745098,35.262745098,538,0.175816993464,395.236601307,0,0.0,0.0,369,0.120588235294,271.082352941,420,0.137254901961,308.549019608
124,Census Tract 70.18,59531,007018,4902,4062,1682,0.343125254998,1393.7747858,266,0.0542635658915,220.418604651,12,0.00244798041616,9.94369645043,1852,0.37780497756,1534.64381885,51,0.0104039167687,42.2607099143,216,0.0440636474908,178.986536108,823,0.167890656875,681.971848225
125,Census Tract 70.19,19592,007019,920,590,337,0.366304347826,216.119565217,240,0.260869565217,153.913043478,0,0.0,0.0,182,0.197826086957,116.717391304,25,0.0271739130435,16.0326086957,69,0.075,44.25,67,0.0728260869565,42.9673913043
126,Census Tract 70.20,84053,007020,4761,3589,2781,0.584120982987,2096.41020794,405,0.0850661625709,305.302457467,105,0.0220541902962,79.1524889729,738,0.155009451796,556.328922495,0,0.0,0.0,466,0.0978785969334,351.286284394,266,0.0558706154169,200.519638731
127,Census Tract 71.01,110709,007101,188,177,181,0.962765957447,170.409574468,7,0.0372340425532,6.59042553191,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
128,Census Tract 71.02,71047,007102,7847,6215,3774,0.480948133044,2989.09264687,853,0.108703963298,675.595131898,169,0.0215368930802,133.851790493,2419,0.308270676692,1915.90225564,30,0.00382311711482,23.7606728686,206,0.0262520708551,163.156620364,396,0.0504651459156,313.640881866
129,Census Tract 71.03,71344,007103,4240,3263,1513,0.356839622642,1164.36768868,361,0.085141509434,277.816745283,11,0.00259433962264,8.46533018868,1281,0.302122641509,985.826179245,62,0.0146226415094,47.7136792453,670,0.158018867925,515.615566038,342,0.0806603773585,263.194811321
130,Census Tract 71.04,83250,007104,8193,5237,4071,0.496887586964,2602.20029293,1184,0.144513609179,756.817771268,0,0.0,0.0,2106,0.25704870011,1346.16404248,60,0.00732332478945,38.3522519224,134,0.0163554253631,85.6533626266,638,0.0778713535945,407.812278775
131,Census Tract 71.05,60238,007105,6872,5362,3070,0.446740395809,2395.42200233,649,0.0944412107101,506.393771828,0,0.0,0.0,1938,0.282013969732,1512.1589057,86,0.0125145518044,67.1030267753,774,0.11263096624,603.927240978,355,0.0516589057043,276.995052386
132,Census Tract 71.06,97365,007106,8448,6019,4276,0.50615530303,3046.54876894,775,0.0917376893939,552.169152462,1,0.000118371212121,0.712476325758,2136,0.252840909091,1521.84943182,314,0.0371685606061,223.717566288,474,0.0561079545455,337.713778409,472,0.0558712121212,336.288825758
133,Census Tract 71.07,98681,007107,3395,2652,1448,0.426509572901,1131.10338733,669,0.1970544919,522.588512518,32,0.00942562592047,24.9967599411,856,0.252135493373,668.663328424,19,0.00559646539028,14.841826215,75,0.0220913107511,58.5861561119,296,0.0871870397644,231.220029455
134,Census Tract 72.02,50774,007202,3776,2750,2511,0.66498940678,1828.72086864,88,0.0233050847458,64.0889830508,0,0.0,0.0,439,0.11626059322,319.716631356,0,0.0,0.0,514,0.136122881356,374.337923729,224,0.0593220338983,163.13559322
135,Census Tract 72.04,55284,007204,4605,3415,2812,0.610640608035,2085.33767644,427,0.0927252985885,316.65689468,75,0.0162866449511,55.6188925081,672,0.145928338762,498.345276873,0,0.0,0.0,326,0.070792616721,241.756786102,293,0.0636264929425,217.284473398
136,Census Tract 72.06,60179,007206,4075,3029,3280,0.80490797546,2438.06625767,83,0.0203680981595,61.6949693252,141,0.0346012269939,104.807116564,176,0.0431901840491,130.823067485,0,0.0,0.0,166,0.040736196319,123.38993865,229,0.0561963190184,170.218650307
137,Census Tract 72.07,56850,007207,4210,3167,3049,0.724228028504,2293.63016627,64,0.0152019002375,48.1444180523,23,0.00546318289786,17.3019002375,532,0.126365795724,400.200475059,0,0.0,0.0,474,0.112589073634,356.5695962,68,0.0161520190024,51.1534441805
138,Census Tract 72.08,55410,007208,4359,3294,3069,0.70406056435,2319.17549897,243,0.0557467309016,183.62973159,13,0.00298233539803,9.8238128011,644,0.14774030741,486.656572608,9,0.0020646937371,6.80110116999,232,0.053223216334,175.317274604,149,0.0341821518697,112.596008259
139,Census Tract 72.09,46414,007209,3819,2850,3015,0.789473684211,2250.0,88,0.0230426813302,65.671641791,44,0.0115213406651,32.8358208955,204,0.0534171249018,152.23880597,0,0.0,0.0,326,0.0853626603823,243.28358209,142,0.0371825085101,105.970149254
140,Census Tract 73.01,30066,007301,5205,3776,3004,0.577137367915,2179.27070125,731,0.140441882805,530.308549472,64,0.0122958693564,46.4292026897,331,0.0635926993276,240.126032661,0,0.0,0.0,737,0.141594620557,534.661287224,338,0.0649375600384,245.204226705
141,Census Tract 74.02,43877,007402,6384,4579,4781,0.748903508772,3429.22916667,577,0.0903822055138,413.860119048,22,0.00344611528822,15.7797619048,435,0.0681390977444,312.008928571,0,0.0,0.0,428,0.0670426065163,306.988095238,141,0.0220864661654,101.133928571
142,Census Tract 74.03,43927,007403,5017,3424,2850,0.568068566873,1945.06677297,968,0.192943990433,660.640223241,29,0.00578034682081,19.7919075145,189,0.0376719154873,128.988638629,30,0.00597966912498,20.4743870839,644,0.128363563883,439.516842735,307,0.0611919473789,209.521227825
143,Census Tract 74.06,36420,007406,8775,6329,6267,0.714188034188,4520.09606838,667,0.0760113960114,481.076125356,0,0.0,0.0,658,0.0749857549858,474.584843305,33,0.00376068376068,23.8013675214,567,0.0646153846154,408.950769231,583,0.0664387464387,420.490826211
144,Census Tract 74.13,39198,007413,6634,4463,4508,0.679529695508,3032.74103105,619,0.093307205306,416.430057281,23,0.00346698824239,15.4731685258,545,0.0821525474827,366.646819415,2,0.000301477238468,1.34549291528,627,0.0945131142599,421.812028942,310,0.0467289719626,208.551401869
145,Census Tract 74.14,44924,007414,4183,3104,2730,0.652641644753,2025.79966531,430,0.10279703562,319.081998566,81,0.0193640927564,60.1061439158,354,0.0846282572317,262.686110447,8,0.00191250298829,5.93640927564,365,0.0872579488405,270.848673201,215,0.0513985178102,159.540999283
146,Census Tract 74.15,57552,007415,3128,2406,1927,0.61604859335,1482.2129156,256,0.0818414322251,196.910485934,33,0.0105498721228,25.3829923274,81,0.025895140665,62.3037084399,65,0.0207800511509,49.9968030691,189,0.0604219948849,145.375319693,577,0.184462915601,443.817774936
147,Census Tract 74.16,50813,007416,4096,3400,2558,0.62451171875,2123.33984375,347,0.084716796875,288.037109375,19,0.004638671875,15.771484375,461,0.112548828125,382.666015625,0,0.0,0.0,317,0.077392578125,263.134765625,394,0.09619140625,327.05078125
148,Census Tract 74.17,60833,007417,3312,2455,2178,0.657608695652,1614.42934783,310,0.0935990338164,229.785628019,0,0.0,0.0,456,0.13768115942,338.007246377,0,0.0,0.0,193,0.0582729468599,143.060084541,175,0.0528381642512,129.717693237
149,Census Tract 74.21,81574,007421,9207,6368,6736,0.731617247746,4658.93863365,426,0.0462691430433,294.6419029,137,0.0148799826219,94.7557293364,1036,0.112523080265,716.546975128,180,0.019550342131,124.49657869,253,0.0274790919952,174.986857826,439,0.0476811121972,303.633322472
150,Census Tract 74.22,43875,007422,2607,1797,1908,0.731875719217,1315.18066743,106,0.0406597621787,73.0655926352,6,0.00230149597238,4.13578826237,107,0.0410433448408,73.7548906789,0,0.0,0.0,318,0.121979286536,219.196777906,162,0.0621403912543,111.666283084
151,Census Tract 74.23,25027,007423,4709,3238,2346,0.498194945848,1613.15523466,1049,0.222764918242,721.312805267,91,0.019324697388,62.5733701423,127,0.0269696326184,87.3276704183,45,0.00955616903801,30.9428753451,557,0.118284136759,383.004034827,494,0.104905500106,339.684009344
152,Census Tract 74.24,29375,007424,3614,2652,2204,0.609850581074,1617.32374101,635,0.175705589375,465.971223022,0,0.0,0.0,6,0.0016602102933,4.40287769784,0,0.0,0.0,504,0.139457664638,369.841726619,265,0.0733259546209,194.460431655
153,Census Tract 74.26,55197,007426,2253,1588,1346,0.597425654683,948.711939636,136,0.0603639591656,95.8579671549,22,0.00976475810031,15.5064358633,191,0.0847758544163,134.624056813,82,0.0363959165557,57.7967154905,143,0.063470927652,100.791833111,333,0.147802929427,234.711051931
154,Census Tract 74.27,57176,007427,7445,5167,5122,0.687978509066,3554.78495635,488,0.0655473472129,338.683143049,78,0.0104768300873,54.1337810611,437,0.0586971121558,303.287978509,60,0.00805910006716,41.641370047,576,0.0773673606447,399.757152451,684,0.0918737407656,474.711618536
155,Census Tract 74.28,62317,007428,3612,2760,2431,0.673034330011,1857.57475083,301,0.0833333333333,230.0,0,0.0,0.0,222,0.0614617940199,169.634551495,25,0.00692137320044,19.1029900332,427,0.118217054264,326.279069767,206,0.0570321151717,157.408637874
156,Census Tract 74.29,38750,007429,5193,3721,3390,0.652801848642,2429.0756788,537,0.103408434431,384.782784518,62,0.0119391488542,44.4255728866,460,0.0885807818217,329.609089158,0,0.0,0.0,174,0.0335066435586,124.678220682,570,0.109763142692,408.428653957
157,Census Tract 74.30,57628,007430,7733,5607,4878,0.630803051856,3536.91271175,735,0.0950472003104,532.92965214,36,0.00465537307643,26.1026768395,847,0.109530583215,614.137980085,143,0.0184921763869,103.685633001,792,0.102418207681,574.258890469,302,0.0390534074745,218.972455709
158,Census Tract 74.31,64940,007431,3557,2548,2239,0.629463030644,1603.87180208,232,0.0652235029519,166.189485522,24,0.00674725892606,17.1920157436,462,0.129884734327,330.946303064,141,0.0396401461906,101.003092494,157,0.044138318808,112.464436323,302,0.0849030081529,216.332864774
159,Census Tract 74.32,76396,007432,5309,3745,3909,0.736296854398,2757.43171972,599,0.11282727444,422.538142776,0,0.0,0.0,185,0.0348464870974,130.50009418,26,0.00489734413261,18.3405537766,328,0.0617818798267,231.373139951,262,0.0493501601055,184.816349595
160,Census Tract 74.33,65139,007433,8156,6019,4444,0.544874938695,3279.60225601,1052,0.128984796469,776.359489946,26,0.00318783717509,19.1875919568,1233,0.151177047572,909.934649338,225,0.0275870524767,166.046468857,372,0.0456105934282,274.530161844,804,0.0985777341834,593.33938205
161,Census Tract 75.01,36104,007501,6358,4638,3918,0.616231519346,2858.08178673,365,0.0574079899339,266.258257314,48,0.00754954388172,35.0147845234,199,0.0312991506763,145.165460837,55,0.00865051903114,40.1211072664,1213,0.190783265178,884.852783894,560,0.0880780119534,408.50581944
162,Census Tract 75.03,43821,007503,5302,3739,3503,0.660694077707,2470.33515654,777,0.146548472275,547.944737835,0,0.0,0.0,531,0.100150886458,374.464164466,25,0.00471520181064,17.63013957,141,0.026593738212,99.4339871747,325,0.0612976235383,229.19181441
163,Census Tract 75.04,47250,007504,2034,1601,1583,0.778269419862,1246.0093412,55,0.0270403146509,43.2915437561,8,0.0039331366765,6.29695181908,59,0.0290068829892,46.4400196657,17,0.00835791543756,13.3810226155,183,0.0899705014749,144.042772861,129,0.0634218289086,101.538348083
164,Census Tract 76.01,52909,007601,6767,5492,5505,0.813506723807,4467.77892715,472,0.069750258608,383.068420275,21,0.00310329540417,17.0432983597,44,0.00650214275159,35.7097679917,63,0.0093098862125,51.1298950791,84,0.0124131816167,68.1731934387,578,0.0854145116004,469.096497709
165,Census Tract 76.02,42027,007602,4916,3805,3714,0.755492270138,2874.64808788,326,0.0663140764849,252.325061025,8,0.00162733930024,6.19202603743,227,0.0461757526444,175.698738812,30,0.00610252237592,23.2200976404,159,0.0323433685924,123.066517494,452,0.0919446704638,349.849471115
166,Census Tract 77.01,45464,007701,6388,5068,4913,0.76909830933,3897.79023168,448,0.070131496556,355.426424546,49,0.00767063243582,38.8747651847,208,0.0325610519724,165.019411396,2,0.000313087038197,1.58672510958,369,0.0577645585473,292.750782718,399,0.0624608641202,316.551659361
167,Census Tract 77.02,76205,007702,4148,3404,3177,0.765911282546,2607.16200579,123,0.0296528447445,100.93828351,78,0.0188042430087,64.0096432015,268,0.0646094503375,219.930568949,175,0.0421890067502,143.611378978,23,0.00554484088717,18.8746383799,304,0.0732883317261,249.473481196
168,Census Tract 78.01,45867,007801,5949,4667,5013,0.842662632375,3932.7065053,388,0.0652210455539,304.3866196,139,0.0233652714742,109.04572197,221,0.0371491006892,173.374852916,0,0.0,0.0,33,0.00554715078164,25.8885526979,155,0.0260547991259,121.597747521
169,Census Tract 78.02,50111,007802,4982,4198,3949,0.79265355279,3327.55961461,462,0.0927338418306,389.296668005,48,0.00963468486552,40.4464070654,245,0.0491770373344,206.44520273,0,0.0,0.0,0,0.0,0.0,278,0.0558008831794,234.252107587
170,Census Tract 79.03,70020,007903,5059,3744,4025,0.795611780984,2978.77050801,351,0.0693813006523,259.763589642,27,0.0053370231271,19.9818145879,174,0.0343941490413,128.771694011,0,0.0,0.0,110,0.0217434275549,81.4073927654,372,0.07353231864,275.305000988
171,Census Tract 79.04,75996,007904,5122,3888,4620,0.901991409606,3506.94260055,108,0.0210855134713,81.9804763764,0,0.0,0.0,87,0.0169855525185,66.0398281921,24,0.00468566966029,18.2178836392,31,0.00605232331121,23.531433034,252,0.049199531433,191.287778212
172,Census Tract 79.05,73078,007905,4436,3616,3722,0.83904418395,3033.98376916,101,0.0227682596934,82.3300270514,8,0.00180342651037,6.5211902615,203,0.0457619477006,165.475202885,61,0.0137511271416,49.7240757439,57,0.0128494138864,46.4634806132,284,0.0640216411181,231.502254283
173,Census Tract 79.06,53640,007906,3595,2935,2953,0.821418636996,2410.86369958,43,0.0119610570236,35.1057023644,11,0.00305980528512,8.98052851182,217,0.0603616133519,177.161335188,0,0.0,0.0,69,0.0191933240612,56.3324061196,302,0.0840055632823,246.556328234
174,Census Tract 80.05,100952,008005,4400,3679,4036,0.917272727273,3374.64636364,33,0.0075,27.5925,0,0.0,0.0,131,0.0297727272727,109.533863636,0,0.0,0.0,109,0.0247727272727,91.1388636364,91,0.0206818181818,76.0884090909
175,Census Tract 80.06,71817,008006,5855,4672,5265,0.899231426132,4201.20922289,76,0.0129803586678,60.644235696,38,0.0064901793339,30.322117848,233,0.0397950469684,185.922459436,0,0.0,0.0,89,0.0152006831768,71.0175918019,154,0.0263023057216,122.884372331
176,Census Tract 80.07,52313,008007,3265,2517,2685,0.822358346095,2069.87595712,67,0.0205206738132,51.6505359877,8,0.00245022970904,6.16722817764,159,0.0486983154671,122.573660031,0,0.0,0.0,252,0.0771822358346,194.267687596,94,0.0287901990812,72.4649310873
177,Census Tract 80.08,76865,008008,4918,3942,4154,0.844652297682,3329.61935746,118,0.02399349329,94.582350549,80,0.0162667751118,64.1236274908,220,0.0447336315575,176.3399756,0,0.0,0.0,60,0.0122000813339,48.0927206181,286,0.0581537210248,229.24196828
178,Census Tract 80.09,64081,008009,4629,3765,3894,0.841218405703,3167.18729747,177,0.0382372002592,143.963058976,0,0.0,0.0,216,0.0466623460791,175.683732988,6,0.00129617627997,4.8801036941,174,0.0375891121192,141.523007129,162,0.0349967595593,131.762799741
179,Census Tract 80.10,66298,008010,4984,3952,4230,0.848715890851,3354.12520064,33,0.00662118780096,26.1669341894,1,0.000200642054575,0.792937399679,536,0.107544141252,425.014446228,0,0.0,0.0,47,0.00943017656501,37.2680577849,137,0.0274879614767,108.632423756
180,Census Tract 81.11,56620,008111,6427,5158,5254,0.817488719465,4216.606815,12,0.00186712307453,9.63062081842,0,0.0,0.0,493,0.0767076396452,395.65800529,49,0.00762408588766,39.3250350086,357,0.0555469114672,286.510969348,262,0.0407655204606,210.268554536
181,Census Tract 81.13,50277,008113,3616,2816,3359,0.92892699115,2615.85840708,26,0.00719026548673,20.2477876106,0,0.0,0.0,51,0.0141039823009,39.7168141593,0,0.0,0.0,82,0.0226769911504,63.8584070796,98,0.0271017699115,76.3185840708
182,Census Tract 81.17,63750,008117,2072,1695,1633,0.788127413127,1335.87596525,181,0.0873552123552,148.067084942,10,0.00482625482625,8.1805019305,75,0.0361969111969,61.3537644788,0,0.0,0.0,116,0.0559845559846,94.8938223938,57,0.0275096525097,46.6288610039
183,Census Tract 81.19,63358,008119,5680,4396,4668,0.821830985915,3612.76901408,42,0.00739436619718,32.5056338028,190,0.0334507042254,147.049295775,151,0.0265845070423,116.865492958,0,0.0,0.0,471,0.0829225352113,364.527464789,158,0.0278169014085,122.283098592
184,Census Tract 81.20,48353,008120,4258,3384,3364,0.790042273368,2673.50305308,179,0.0420385157351,142.258337248,46,0.0108031939878,36.5580084547,116,0.0272428370127,92.1897604509,0,0.0,0.0,216,0.050728041334,171.663691874,337,0.0791451385627,267.827148896
185,Census Tract 81.22,63580,008122,3439,2749,3055,0.888339633614,2442.04565281,72,0.0209363186973,57.5539400989,76,0.0220994475138,60.7513812155,198,0.0575748764176,158.273335272,0,0.0,0.0,38,0.0110497237569,30.3756906077,0,0.0,0.0
186,Census Tract 81.24,80368,008124,4472,3589,4083,0.91301431127,3276.80836315,98,0.0219141323792,78.6498211091,64,0.0143112701252,51.3631484794,45,0.0100626118068,36.1147137746,0,0.0,0.0,12,0.00268336314848,9.63059033989,170,0.0380143112701,136.433363148
187,Census Tract 81.25,60319,008125,5243,4384,3989,0.760823955751,3335.45222201,71,0.0135418653443,59.3675376693,153,0.0291817661644,127.932862865,169,0.0322334541293,141.311462903,0,0.0,0.0,582,0.111005149723,486.646576388,279,0.053213808888,233.289338165
188,Census Tract 81.27,57571,008127,5671,3787,4773,0.841650502557,3187.33045318,67,0.0118144947981,44.7414918004,142,0.0250396755422,94.8252512784,183,0.0322694410157,122.204373126,0,0.0,0.0,233,0.0410862281785,155.593546112,273,0.0481396579087,182.3048845
189,Census Tract 81.28,51333,008128,2200,1708,1803,0.819545454545,1399.78363636,86,0.0390909090909,66.7672727273,0,0.0,0.0,57,0.0259090909091,44.2527272727,0,0.0,0.0,131,0.0595454545455,101.703636364,123,0.0559090909091,95.4927272727
190,Census Tract 81.29,44042,008129,3640,2655,2831,0.777747252747,2064.91895604,83,0.0228021978022,60.5398351648,39,0.0107142857143,28.4464285714,141,0.0387362637363,102.84478022,0,0.0,0.0,312,0.0857142857143,227.571428571,234,0.0642857142857,170.678571429
191,Census Tract 81.30,57875,008130,3991,2950,2810,0.704084189426,2077.04835881,136,0.0340766725132,100.526183914,166,0.0415935855675,122.701077424,228,0.0571285392132,168.529190679,0,0.0,0.0,296,0.0741668754698,218.792282636,355,0.0889501378101,262.40290654
192,Census Tract 81.31,39383,008131,4798,3813,3841,0.800541892455,3052.46623593,227,0.0473113797416,180.398290955,56,0.0116715298041,44.503543143,229,0.0477282200917,181.98770321,0,0.0,0.0,138,0.0287619841601,109.669445602,307,0.0639849937474,243.974781159
193,Census Tract 81.32,53269,008132,3679,3178,2897,0.787442239739,2502.49143789,194,0.0527317205762,167.581407991,42,0.0114161456918,36.2805110084,106,0.0288121772221,91.5650992117,0,0.0,0.0,184,0.0500135906496,158.943191085,256,0.0695841261212,221.138352813
194,Census Tract 81.33,32400,008133,2897,2246,2502,0.863652053849,1939.76251294,188,0.0648947186745,145.753538143,57,0.0196755264066,44.1912323093,31,0.0107007248878,24.033828098,14,0.00483258543321,10.853986883,32,0.0110459095616,24.8091128754,73,0.0251984811874,56.595788747
195,Census Tract 81.34,49135,008134,4957,3863,3615,0.729271736938,2817.17671979,500,0.100867460157,389.650998588,8,0.00161387936252,6.23441597741,136,0.0274359491628,105.985071616,89,0.017954407908,69.3578777486,53,0.0106919507767,41.3030058503,556,0.112164615695,433.29191043
196,Census Tract 81.35,34464,008135,4218,3382,3250,0.770507349455,2605.85585586,169,0.0400663821716,135.504504505,0,0.0,0.0,84,0.0199146514936,67.3513513514,0,0.0,0.0,342,0.0810810810811,274.216216216,373,0.088430535799,299.072072072
197,Census Tract 81.36,50694,008136,2276,1803,1984,0.871704745167,1571.68365554,26,0.0114235500879,20.5966608084,0,0.0,0.0,161,0.0707381370826,127.54086116,0,0.0,0.0,36,0.0158172231986,28.5184534271,69,0.030316344464,54.6603690685
198,Census Tract 81.37,52448,008137,2547,1893,2246,0.88182175108,1669.28857479,32,0.0125638005497,23.7832744405,26,0.0102080879466,19.3239104829,51,0.020023557126,37.9045936396,55,0.0215940321947,40.8775029446,80,0.0314095013742,59.4581861013,57,0.0223792697291,42.3639575972
199,Census Tract 81.38,59773,008138,3850,3136,3360,0.872727272727,2736.87272727,121,0.0314285714286,98.56,50,0.012987012987,40.7272727273,36,0.00935064935065,29.3236363636,0,0.0,0.0,151,0.0392207792208,122.996363636,132,0.0342857142857,107.52
200,Census Tract 81.39,36205,008139,3491,2916,2943,0.843024921226,2458.2606703,179,0.0512747063879,149.517043827,30,0.00859352621025,25.0587224291,63,0.0180464050415,52.6233171011,0,0.0,0.0,162,0.0464050415354,135.317101117,114,0.032655399599,95.2231452306
