,Census Tract,Median Income,CT,Total Population,Voting Population,White,White %,White Voting Population,Black or African American,Black or African American %,Black or African American Voting Population,American Indian and Alaska Native,American Indian and Alaska Native %,American Indian and Alaska Native Voting Population,Asian,Asian %,Asian Voting Population,Native Hawaiian and Other Pacific Islander alone,Native Hawaiian and Other Pacific Islander %,Native Hawaiian and Other Pacific Islander Voting Population,Some other race,Some other race %,Some other race Voting Population,Two or more races,Two or more races %,Two or more races Voting Population
11,Census Tract 14,33058,001400,2419,2320,1854,0.766432410087,1778.1231914,133,0.0549813972716,127.55684167,10,0.00413393964448,9.5907399752,123,0.0508474576271,117.966101695,0,0.0,0.0,113,0.0467135179826,108.37536172,186,0.0768912773874,178.387763539
12,Census Tract 15,85069,001500,4802,3939,4285,0.892336526447,3514.91357768,102,0.021241149521,83.6688879633,25,0.00520616409829,20.5070803832,198,0.0412328196585,162.416076635,0,0.0,0.0,93,0.0193669304456,76.2863390254,99,0.0206164098292,81.2080383174
13,Census Tract 16,88333,001600,6016,4921,5176,0.860372340426,4233.89228723,146,0.0242686170213,119.425864362,0,0.0,0.0,136,0.0226063829787,111.246010638,0,0.0,0.0,104,0.0172872340426,85.0704787234,454,0.0754654255319,371.365359043
14,Census Tract 17,52396,001700,5485,4715,4070,0.742023701003,3498.64175023,278,0.0506836827712,238.973564266,60,0.0109389243391,51.5770282589,450,0.0820419325433,386.827711942,0,0.0,0.0,243,0.0443026435734,208.886964448,384,0.0700091157703,330.092980857
15,Census Tract 18,47217,001800,4643,4049,2761,0.594658625888,2407.77277622,881,0.189748007754,768.289683394,19,0.00409218177902,16.5692440233,501,0.107904372173,436.904802929,8,0.00172302390696,6.97652379927,292,0.0628903726039,254.643118673,181,0.0389834158949,157.843850958
16,Census Tract 19,35147,001900,3081,2753,2463,0.799415774099,2200.7916261,135,0.0438169425511,120.628042843,18,0.00584225900682,16.0837390458,322,0.104511522233,287.720220708,11,0.00357026939305,9.82895163908,20,0.00649139889646,17.870821162,112,0.0363518338202,100.076598507
17,Census Tract 20,33578,002000,2313,2071,1304,0.563769995677,1167.56766105,51,0.0220492866407,45.6640726329,17,0.00734976221358,15.2213575443,625,0.270211846087,559.608733247,0,0.0,0.0,122,0.0527453523562,109.23562473,194,0.0838737570255,173.7025508
18,Census Tract 21,41583,002100,2582,2171,1299,0.503098373354,1092.22656855,65,0.0251742835012,54.653369481,0,0.0,0.0,750,0.290472501936,630.615801704,0,0.0,0.0,297,0.115027110767,249.723857475,171,0.0662277304415,143.780402789
19,Census Tract 22,30198,002200,4382,2828,2271,0.51825650388,1465.62939297,1040,0.237334550434,671.182108626,0,0.0,0.0,515,0.117526243724,332.364217252,46,0.0104974897307,29.6869009585,150,0.0342309447741,96.8051118211,360,0.0821542674578,232.332268371
20,Census Tract 23,95855,002300,3248,2723,2569,0.790948275862,2153.75215517,57,0.0175492610837,47.786637931,10,0.00307881773399,8.38362068966,301,0.0926724137931,252.346982759,0,0.0,0.0,61,0.0187807881773,51.1400862069,250,0.0769704433498,209.590517241
21,Census Tract 24,111721,002400,4369,3473,3744,0.856946669718,2976.17578393,1,0.00022888532845,0.794918745708,0,0.0,0.0,418,0.0956740672923,332.276035706,0,0.0,0.0,25,0.00572213321126,19.8729686427,181,0.0414282444495,143.880292973
